identifier,subject_topical 1,subject_topical 2,subject_topical 3,subject_topical 4,subject_topical 5,subject_topical 6,subject_topical 7,subject_topical 8,subject_topical 9,subject_topical 10,subject_topical 11,subject_topical 12,subject_topical 13,subject_topical 14,subject_topical 15,subject_topical 16,subject_geographic 1,subject_geographic 2,subject_geographic 3,subject_geographic 4,subject_geographic 5,subject_geographic 6,subject_geographic 7,subject_geographic 8,subject_geographic 9,subject_geographic 10,subject_geographic 11,subject_geographic 12,subject_geographic 13,subject_geographic 14,subject_geographic 15,subject_geographic 16,subject_geographic 17,subject_geographic 18,subject_geographic 19,object_in_context,item_type,form,date_text,date_single_start,date_end,date_qualifier,public_note 1,public_note 2,title,name 1,name 2,name 3,name 4,name 5,name 6,relatedItem_constituent_title,relatedItem_constituent_name,relatedItem_constituent_title 2,relatedItem_constituent_name 2,relatedItem_constituent_title 3,relatedItem_constituent_name 3,relatedItem_constituent_title 4,relatedItem_constituent_name 4,relatedItem_constituent_title 5,relatedItem_constituent_name 5,relatedItem_constituent_title 6,relatedItem_constituent_name 6,relatedItem_constituent_title 7,relatedItem_constituent_name 7,relatedItem_constituent_title 8,relatedItem_constituent_name 8,relatedItem_constituent_title 9,relatedItem_constituent_name 9,relatedItem_constituent_title 10,relatedItem_constituent_name 10,"relatedItem_constituent_title 11
",relatedItem_constituent_name 11,relatedItem_constituent_title 12,relatedItem_constituent_name 12,relatedItem_constituent_title 13,relatedItem_constituent_name 13,relatedItem_constituent_title 14,relatedItem_constituent_name 14,relatedItem_constituent_title 15,relatedItem_constituent_name 15,relatedItem_constituent_title 16,relatedItem_constituent_name 16,relatedItem_constituent_title 17,relatedItem_constituent_name 17,relatedItem_constituent_title 18,relatedItem_constituent_name 18,relatedItem_constituent_title 19,relatedItem_constituent_name 19,relatedItem_constituent_title 20,relatedItem_constituent_name 20,relatedItem_constituent_title 21,relatedItem_constituent_name 21,relatedItem_constituent_title 22,relatedItem_constituent_name 22,relatedItem_constituent_title 23,relatedItem_constituent_name 23,relatedItem_constituent_title 24,relatedItem_constituent_name 24,relatedItem_constituent_title 25,relatedItem_constituent_name 25,relatedItem_constituent_title 26,relatedItem_constituent_name 26,abstract,rights,repository,collection,collection_identifier,record_source
0012_003602_000252,39WW2,Excavations (Archaeology)--United States | http://id.loc.gov/authorities/subjects/sh2009125236,Indians of North America--United States | http://id.loc.gov/authorities/subjects/sh2009007848,,,,,,,,,,,,,,Larson Site (S.D.),"Walworth County (S.D.) | URI: http://id.loc.gov/authorities/names/n81110754 | Coordinates: 45.42995, -100.03156",,,,,,,,,,,,,,,,,,http://digital.lib.utk.edu/mpds/?ckey=bass&iid=2118,text,manuscripts (document genre) | http://vocab.getty.edu/aat/300028569,1967,1967,,,,,"Bass Field Notes, 39WW2, 1967","Bass, William M., 1928- | URI: http://id.loc.gov/authorities/names/n83189337 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",River Basin Surveys | URI: http://id.loc.gov/authorities/names/n50057228 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb,,,,,Smithsonian Institution River Basin Surveys burial form 201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Forms and diagrams of Feature no.201 of the Larson site,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Dr. William M. Bass III Collection, MS.3689,"University of Tennessee, Knoxville. Libraries"
0012_003602_000261,40MO10,Excavations (Archaeology)--United States | http://id.loc.gov/authorities/subjects/sh2009125236,,,,,,,,,,,,,,,"Wartburg (Tenn.) | URI: http://id.loc.gov/authorities/names/no2010140271 | Coordinates: 36.1048, -84.59716",,,,,,,,,,,,,,,,,,,http://digital.lib.utk.edu/mpds/?ckey=bass&iid=2125,text,manuscripts (document genre) | http://vocab.getty.edu/aat/300028569,1974,1974,,,Department of Transportation Project No. RF-031-1(18),,"Bass Field Notes, 40MO10, 1974","Bass, William M., 1928- | URI: http://id.loc.gov/authorities/names/n83189337 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",Tennessee. Department of Transportation | URI: http://id.loc.gov/authorities/names/n82024133 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb,"University of Tennessee, Knoxville. Department of Anthropology | URI: http://id.loc.gov/authorities/names/n82115739 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,"Report on removal of graves from a 19th century German Lutheran Cemetery in Wartburg, Morgan County, Tennessee","Bass, Charles E. | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Report and field notes of excavation in Wartburg,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Dr. William M. Bass III Collection, MS.3689,"University of Tennessee, Knoxville. Libraries"
0012_003602_000228,39SL4,Excavations (Archaeology)--United States | http://id.loc.gov/authorities/subjects/sh2009125236,Indians of North America--United States | http://id.loc.gov/authorities/subjects/sh2009007848,,,,,,,,,,,,,,Sully Site (S.D.),Oahe Reservoir Site (S.D. and N.D.),"Sully County (S.D.) | URI: http://id.loc.gov/authorities/names/n81110752 | Coordinates: 44.71558, -100.1322",,,,,,,,,,,,,,,,,http://digital.lib.utk.edu/mpds/?ckey=bass&iid=2094,text,manuscripts (document genre) | http://vocab.getty.edu/aat/300028569,1958-1963,1958,1963,,,,"Bass Field Notes, 39SL4, 1958-1963","Bass, William M., 1928- | URI: http://id.loc.gov/authorities/names/n83189337 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",River Basin Surveys | URI: http://id.loc.gov/authorities/names/n50057228 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb,,,,,"Smithsonian Institution River Basin Surveys burial form for feature no. 220, 320, 416-418, f40",,"Smithsonian Institution River Basin Surveys general feature form Feature no. 420, 451",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Forms and diagrams of features from several features of Oahe,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Dr. William M. Bass III Collection, MS.3689,"University of Tennessee, Knoxville. Libraries"
0012_003602_000264,48NO201,Excavations (Archaeology)--United States | http://id.loc.gov/authorities/subjects/sh2009125236,Indians of North America--United States | http://id.loc.gov/authorities/subjects/sh2009007848,,,,,,,,,,,,,,Agate Basin Site (Wyo.) | URI: http://id.loc.gov/authorities/subjects/sh85002054,,,,,,,,,,,,,,,,,,,http://digital.lib.utk.edu/mpds/?ckey=bass&iid=2128,text,manuscripts (document genre) | http://vocab.getty.edu/aat/300028569,"1961, 1981",1961,1981,,,,"Bass Field Notes, 48NO201, 1961, 1981","Bass, William M., 1928- | URI: http://id.loc.gov/authorities/names/n83189337 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",River Basin Surveys | URI: http://id.loc.gov/authorities/names/n50057228 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb,University of Wyoming. Department of Anthropology | URI: http://id.loc.gov/authorities/names/n80014193 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb,,,,"Specimen Catalogue, Agate Basin Site, 48NO201","Frison, George C. | URI: http://id.loc.gov/authorities/names/n79147903 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",Smithsonian Institution River Basin Surveys General feature form Section 48NO201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letters to and from George c. Frison, Specimen catalog and General features of the Agate Basin Site","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Dr. William M. Bass III Collection, MS.3689,"University of Tennessee, Knoxville. Libraries"
0012_003602_000242,39WW1,Excavations (Archaeology)--United States | http://id.loc.gov/authorities/subjects/sh2009125236,Indians of North America--United States | http://id.loc.gov/authorities/subjects/sh2009007848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://digital.lib.utk.edu/mpds/?ckey=bass&iid=2108,text,manuscripts (document genre) | http://vocab.getty.edu/aat/300028569,undated,1839,2011,inferred,Dates inferred from archival collection dates.,,"Bass Field Notes, 39WW1, undated","Bass, William M., 1928- | URI: http://id.loc.gov/authorities/names/n83189337 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",National Museum of Natural History (U.S.) | URI: http://id.loc.gov/authorities/names/n78083411 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb,,,,,Physical anthropology skeletal research collections,,Physical anthropology data base files,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Dr. William M. Bass III Collection, MS.3689,"University of Tennessee, Knoxville. Libraries"
0012_003602_000229,39SL4,Excavations (Archaeology)--United States | http://id.loc.gov/authorities/subjects/sh2009125236,Indians of North America--United States | http://id.loc.gov/authorities/subjects/sh2009007848,,,,,,,,,,,,,,Sully Site (S.D.),"Oahe, Lake (S.D. and N.D.) | URI: http://id.loc.gov/authorities/subjects/sh89003127 | Coordinates: 44.45109, -100.40236","Sully County (S.D.) | URI: http://id.loc.gov/authorities/names/n81110752 | Coordinates: 44.71558, -100.1322",,,,,,,,,,,,,,,,,http://digital.lib.utk.edu/mpds/?ckey=bass&iid=2095,text,manuscripts (document genre) | http://vocab.getty.edu/aat/300028569,1962,1962,,,,,"Bass Field Notes, 39SL4, 1962","Bass, William M., 1928- | URI: http://id.loc.gov/authorities/names/n83189337 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",River Basin Surveys | URI: http://id.loc.gov/authorities/names/n50057228 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb,,,,,"Smithsonian Institution River Basin Surveys burial form, Feature No. 421, Site no.39SL4, R618",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Field notes and diagrams from the Sully, South Dakota, site 39S24, R618","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Dr. William M. Bass III Collection, MS.3689,"University of Tennessee, Knoxville. Libraries"
0012_003602_000273,MBP:  39CA4,39CO9,Excavations (Archaeology)--United States | http://id.loc.gov/authorities/subjects/sh2009125236,Indians of North America--United States | http://id.loc.gov/authorities/subjects/sh2009007848,,,,,,,,,,,,,Anton Rygh Site (S.D.) | URI: http://id.loc.gov/authorities/subjects/sh92002409,Leavenworth Village Site (S.D.),"Fort Yates (N.D.) | URI: http://id.loc.gov/authorities/names/n88218859 | Coordinates: 46.0866, -100.63018","Corson County (S.D.) | URI: http://id.loc.gov/authorities/names/n81119166 | Coordinates: 45.7086, -101.19687",,,,,,,,,,,,,,,,http://digital.lib.utk.edu/mpds/?ckey=bass&iid=2137,text,manuscripts (document genre) | http://vocab.getty.edu/aat/300028569,1965,1965,,,,,"Bass Field Notes, MBP:  39CA4 (39CO9), 1965","Bass, William M., 1928- | URI: http://id.loc.gov/authorities/names/n83189337 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",River Basin Surveys | URI: http://id.loc.gov/authorities/names/n50057228 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb,,,,,"Missouri Basin Project field report, 1965","Hoffman, J. J. (John Jacob), 1931- | URI: http://id.loc.gov/authorities/names/no2004118058 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre || Smith, G. Hubert (George Hubert), 1908-1972 | URI: http://id.loc.gov/authorities/names/n81119648 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre || Jensen, Richard E. | URI: http://id.loc.gov/authorities/names/n90693663 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre || Moerman, Daniel E. | URI: http://id.loc.gov/authorities/names/n81107856 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre || Brown, Lionel A. | URI: http://id.loc.gov/authorities/names/no2004018542 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",,,,,,,,,Blue Ridge Development Project 2317,"Ayres, Harvard G. | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre  || Hosted, Wilfred | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre  || Neuman, Robert W. | URI: http://id.loc.gov/authorities/names/n82020447 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre  || Johnston, Richard B. (Richard Barnett), 1930- | URI: http://id.loc.gov/authorities/names/n84235623 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre || Mallory, Oscar L. | URI: http://id.loc.gov/authorities/names/no2004118055 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Field reports from several sites in the Missouri Basin project,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Dr. William M. Bass III Collection, MS.3689,"University of Tennessee, Knoxville. Libraries"
0012_003602_000244,39WW1,39CA4,Excavations (Archaeology)--United States | http://id.loc.gov/authorities/subjects/sh2009125236,Indians of North America--United States | http://id.loc.gov/authorities/subjects/sh2009007848,,,,,,,,,,,,,Mobridge Site (S.D.),Anton Rygh Site (S.D.) | URI: http://id.loc.gov/authorities/subjects/sh92002409,"Walworth County (S.D.) | URI: http://id.loc.gov/authorities/names/n81110754 | Coordinates: 45.42995, -100.03156","Campbell County (S.D.) | URI: http://id.loc.gov/authorities/names/n80113085 | Coordinates: 45.77113, -100.05163",,,,,,,,,,,,,,,,http://digital.lib.utk.edu/mpds/?ckey=bass&iid=2110,text,manuscripts (document genre) | http://vocab.getty.edu/aat/300028569,1971,1971,,,,,"Bass Field Notes, 39WW1 (39CA4), 1971","Bass, William M., 1928- | URI: http://id.loc.gov/authorities/names/n83189337 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",University of Kansas. Department of Anthropology | URI: http://id.loc.gov/authorities/names/no90006392 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb,,,,,"Field notes from 1991 season, South Dakota, 39CA4 & 39WW1",,University of Kansas Laboratory of Physical Anthropology burial record 39CA4,,University of Kansas Laboratory of Physical Anthropology burial record 39WW1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Dr. William M. Bass III Collection, MS.3689,"University of Tennessee, Knoxville. Libraries"
0012_003602_000208,39CA4,Excavations (Archaeology)--United States | http://id.loc.gov/authorities/subjects/sh2009125236,Indians of North America--United States | http://id.loc.gov/authorities/subjects/sh2009007848,,,,,,,,,,,,,,Anton Rygh Site (S.D.) | URI: http://id.loc.gov/authorities/subjects/sh92002409,"Campbell County (S.D.) | URI: http://id.loc.gov/authorities/names/n80113085 | Coordinates: 45.77113, -100.05163",,,,,,,,,,,,,,,,,,http://digital.lib.utk.edu/mpds/?ckey=bass&iid=2074,text,manuscripts (document genre) | http://vocab.getty.edu/aat/300028569,1965-1966,1965,1966,,,,"Bass Field Notes, 39CA4, 1965-1966","Bass, William M., 1928- | URI: http://id.loc.gov/authorities/names/n83189337 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",River Basin Surveys | URI: http://id.loc.gov/authorities/names/n50057228 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb,,,,,"Smithsonian Institution River Basin Surveys burial form, feature no. 101 site no. 39CA4",,Smithsonian Institution River Basin Surveys Missouri Basin Project Specimen catalog,,"Field Report on human skeletal remains found June 11, 1965 in Campbell County, South Dakota","Evans, David | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre || Stewart, Evelyn | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burial reports, specimen catalog, a field report and a letter from Evelyn Stewart","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Dr. William M. Bass III Collection, MS.3689,"University of Tennessee, Knoxville. Libraries"
0012_003602_000211,39CA4,39CO31,39CO32,39DW236,Excavations (Archaeology)--United States | http://id.loc.gov/authorities/subjects/sh2009125236,Indians of North America--United States | http://id.loc.gov/authorities/subjects/sh2009007848,,,,,,,,,,,Anton Rygh Site (S.D.) | URI: http://id.loc.gov/authorities/subjects/sh92002409,Nordvold Site (S.D.),Oahe Reservoir Site (S.D. and N.D.),"Campbell County (S.D.) | URI: http://id.loc.gov/authorities/names/n80113085 | Coordinates: 45.77113, -100.05163","Corson County (S.D.) | URI: http://id.loc.gov/authorities/names/n81119166 | Coordinates: 45.7086, -101.19687",,,,,,,,,,,,,,,http://digital.lib.utk.edu/mpds/?ckey=bass&iid=2077,text,manuscripts (document genre) | http://vocab.getty.edu/aat/300028569,1969,1969,,,,,"Bass Field Notes, 39CA4 (39CO31, 39CO32, 39DW236), 1969","Bass, William M., 1928- | URI: http://id.loc.gov/authorities/names/n83189337 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",University of Kansas. Department of Anthropology | URI: http://id.loc.gov/authorities/names/no90006392 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb,Museum of Natural History (U.S.) | URI: http://id.loc.gov/authorities/names/n78083390 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb,River Basin Surveys | URI: http://id.loc.gov/authorities/names/n50057228 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb,,,University of Kansas Department of Anthropology and Museum of Natural History burial record 39CA4 F301 Area B,,"Smithsonian Institution River Basin Surveys general feature form, Feature no. F101, Site no. 39CA31, 32, or 33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Dr. William M. Bass III Collection, MS.3689,"University of Tennessee, Knoxville. Libraries"
0012_003602_000222,39CO9,Excavations (Archaeology)--United States | http://id.loc.gov/authorities/subjects/sh2009125236,Indians of North America--United States | http://id.loc.gov/authorities/subjects/sh2009007848,,,,,,,,,,,,,,Leavenworth Village Site (S.D.),"Corson County (S.D.) | URI: http://id.loc.gov/authorities/names/n81119166 | Coordinates: 45.7086, -101.19687",,,,,,,,,,,,,,,,,,http://digital.lib.utk.edu/mpds/?ckey=bass&iid=2088,text,manuscripts (document genre) | http://vocab.getty.edu/aat/300028569,1965-1974,1974,1974,,,,"Bass Field Notes, 39CO9, 1965-1974","Bass, William M., 1928- | URI: http://id.loc.gov/authorities/names/n83189337 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre","Evans, David R. | Role: Addressee | Role URI: http://id.loc.gov/vocabulary/relators/rcp","Ospeth, John | Role: Addressee | Role URI: http://id.loc.gov/vocabulary/relators/rcp",University of Missouri--Columbia. Department of Anthropology | URI: http://id.loc.gov/authorities/names/n80120813 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb,University of Tennessee (Knoxville campus). Department of Anthropology | URI: http://id.loc.gov/authorities/names/n82115738 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to David E. Evans loaning glass beads and metal items from the Leavenworth Site (39CO9), a list of materials loaned along with a letter to John Ospseth about the beads","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Dr. William M. Bass III Collection, MS.3689,"University of Tennessee, Knoxville. Libraries"
0012_003602_000201,14LV330,Excavations (Archaeology)--United States | http://id.loc.gov/authorities/subjects/sh2009125236,Indians of North America--United States | http://id.loc.gov/authorities/subjects/sh2009007848,,,,,,,,,,,,,,Nester Site (Kan.),"Leavenworth County (Kan.) | URI: http://id.loc.gov/authorities/names/n82009741 | Coordinates: 39.19932, -95.0379",,,,,,,,,,,,,,,,,,http://digital.lib.utk.edu/mpds/?ckey=bass&iid=2067,text,manuscripts (document genre) | http://vocab.getty.edu/aat/300028569,1970,1970,,,,,"Bass Field Notes, 14LV330, 1970","Bass, William M., 1928- | URI: http://id.loc.gov/authorities/names/n83189337 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",Kansas State Historical Society. Archeology Department | URI: http://id.loc.gov/authorities/names/n78028543 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb,University of Kansas. Department of Archaeology | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb,,,,Nester Site 14LV330,,Kansas State Historical Society archaeological survey,"Hawes, Dan | Role: Addressee | Role URI: http://id.loc.gov/vocabulary/relators/rcp || Nester, Tillman | Role: Addressee | Role URI: http://id.loc.gov/vocabulary/relators/rcp || Stevens, L. D., Mrs. | Role: Addressee | Role URI: http://id.loc.gov/vocabulary/relators/rcp",,,,,,,University of Kansas Laboratory of Physical Anthropology burial record Site no.14LV330,"Shippee, J. M. (James Mett), 1896-1985 | URI: http://id.loc.gov/authorities/names/no2007148650 | Role: Addressee | Role URI: http://id.loc.gov/vocabulary/relators/rcp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letters to different people about digging at the Nester Site,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Dr. William M. Bass III Collection, MS.3689,"University of Tennessee, Knoxville. Libraries"
0012_003602_000205,39CA4,Excavations (Archaeology)--United States | http://id.loc.gov/authorities/subjects/sh2009125236,Indians of North America--United States | http://id.loc.gov/authorities/subjects/sh2009007848,,,,,,,,,,,,,,"South Dakota | URI: http://id.loc.gov/authorities/names/n79007333 | Coordinates: 44.50026, -100.25069",,,,,,,,,,,,,,,,,,,http://digital.lib.utk.edu/mpds/?ckey=bass&iid=2071,text,manuscripts (document genre) | http://vocab.getty.edu/aat/300028569,1973,1973,,,,,"Bass Field Notes, 39CA4, 1973","Bass, William M., 1928- | URI: http://id.loc.gov/authorities/names/n83189337 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre",South Dakota. Department of Education and Cultural Affairs | URI: http://id.loc.gov/authorities/names/n50069061 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb,South Dakota. State Archaeologist | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb,,,,Archaeological field notes of W. H. Over,"Over, William Henry, 1866-1956 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre || Sigstad, John S. | Role: Editor | Role URI: http://id.loc.gov/vocabulary/relators/edt || Sigstad, Joanita Kant | Role: Editor | Role URI: http://id.loc.gov/vocabulary/relators/edt","Research bulletin, South Dakota State Archaeologist, no.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W.H. Over's field notes,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Dr. William M. Bass III Collection, MS.3689,"University of Tennessee, Knoxville. Libraries"
